,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
925,Sheikhupura,Sweet potatoes,1992,127548,534,22234,13.31
926,Sheikhupura,Sweet potatoes,1992,127548,534,22234,18.45
927,Sheikhupura,Sweet potatoes,1992,127548,534,22234,16.89
928,Sheikhupura,Wheat,1992,17812,534,22234,15.78
929,Sheikhupura,Wheat,1992,17812,534,22234,19.79
930,Sheikhupura,Wheat,1992,17812,534,22234,11.21
931,Sheikhupura,Wheat,1992,17812,534,22234,13.31
932,Sheikhupura,Wheat,1992,17812,534,22234,18.45
933,Sheikhupura,Wheat,1992,17812,534,22234,16.89
934,Sheikhupura,Maize,1993,44261,534,23899,16.71
935,Sheikhupura,Maize,1993,44261,534,23899,20.19
936,Sheikhupura,Maize,1993,44261,534,23899,11.84
937,Sheikhupura,Maize,1993,44261,534,23899,13.81
938,Sheikhupura,Maize,1993,44261,534,23899,18.03
939,Sheikhupura,Maize,1993,44261,534,23899,17.42
940,Sheikhupura,Potatoes,1993,290981,534,23899,16.71
941,Nankana Sahib,Potatoes,1993,290981,534,23899,20.19
942,Nankana Sahib,Potatoes,1993,290981,534,23899,11.84
943,Nankana Sahib,Potatoes,1993,290981,534,23899,13.81
944,Nankana Sahib,Potatoes,1993,290981,534,23899,18.03
945,Nankana Sahib,Potatoes,1993,290981,534,23899,17.42
946,Nankana Sahib,"Rice, paddy",1993,76400,534,23899,16.71
947,Nankana Sahib,"Rice, paddy",1993,76400,534,23899,20.19
948,Nankana Sahib,"Rice, paddy",1993,76400,534,23899,11.84
949,Nankana Sahib,"Rice, paddy",1993,76400,534,23899,13.81
950,Nankana Sahib,"Rice, paddy",1993,76400,534,23899,18.03
951,Nankana Sahib,"Rice, paddy",1993,76400,534,23899,17.42
952,Nankana Sahib,Sorghum,1993,12834,534,23899,16.71
953,Nankana Sahib,Sorghum,1993,12834,534,23899,20.19
954,Nankana Sahib,Sorghum,1993,12834,534,23899,11.84
955,Nankana Sahib,Sorghum,1993,12834,534,23899,13.81
956,Nankana Sahib,Sorghum,1993,12834,534,23899,18.03
957,Nankana Sahib,Sorghum,1993,12834,534,23899,17.42
958,Nankana Sahib,Soybeans,1993,16168,534,23899,16.71
959,Nankana Sahib,Soybeans,1993,16168,534,23899,20.19
960,Nankana Sahib,Soybeans,1993,16168,534,23899,11.84
961,Nankana Sahib,Soybeans,1993,16168,534,23899,13.81
962,Gujranwala,Soybeans,1993,16168,534,23899,18.03
963,Gujranwala,Soybeans,1993,16168,534,23899,17.42
964,Gujranwala,Sweet potatoes,1993,132702,534,23899,16.71
965,Gujranwala,Sweet potatoes,1993,132702,534,23899,20.19
966,Gujranwala,Sweet potatoes,1993,132702,534,23899,11.84
967,Gujranwala,Sweet potatoes,1993,132702,534,23899,13.81
968,Gujranwala,Sweet potatoes,1993,132702,534,23899,18.03
969,Gujranwala,Sweet potatoes,1993,132702,534,23899,17.42
970,Gujranwala,Wheat,1993,19658,534,23899,16.71
971,Gujranwala,Wheat,1993,19658,534,23899,20.19
972,Gujranwala,Wheat,1993,19658,534,23899,11.84
973,Gujranwala,Wheat,1993,19658,534,23899,13.81
974,Gujranwala,Wheat,1993,19658,534,23899,18.03
975,Gujranwala,Wheat,1993,19658,534,23899,17.42
976,Gujranwala,Maize,1994,46620,534,21057,16.43
977,Gujranwala,Maize,1994,46620,534,21057,19.59
978,Gujranwala,Maize,1994,46620,534,21057,11.6
979,Gujranwala,Maize,1994,46620,534,21057,13.52
980,Gujranwala,Maize,1994,46620,534,21057,19.17
981,Kasur,Maize,1994,46620,534,21057,17.36
982,Kasur,Potatoes,1994,294270,534,21057,16.43
983,Kasur,Potatoes,1994,294270,534,21057,19.59
984,Kasur,Potatoes,1994,294270,534,21057,11.6
985,Kasur,Potatoes,1994,294270,534,21057,13.52
986,Kasur,Potatoes,1994,294270,534,21057,19.17
987,Kasur,Potatoes,1994,294270,534,21057,17.36
988,Kasur,"Rice, paddy",1994,81537,534,21057,16.43
989,Kasur,"Rice, paddy",1994,81537,534,21057,19.59
990,Kasur,"Rice, paddy",1994,81537,534,21057,11.6
991,Kasur,"Rice, paddy",1994,81537,534,21057,13.52
992,Kasur,"Rice, paddy",1994,81537,534,21057,19.17
993,Kasur,"Rice, paddy",1994,81537,534,21057,17.36
994,Kasur,Sorghum,1994,21697,534,21057,16.43
995,Kasur,Sorghum,1994,21697,534,21057,19.59
996,Kasur,Sorghum,1994,21697,534,21057,11.6
997,Kasur,Sorghum,1994,21697,534,21057,13.52
998,Kasur,Sorghum,1994,21697,534,21057,19.17
999,Kasur,Sorghum,1994,21697,534,21057,17.36
1000,Kasur,Soybeans,1994,19999,534,21057,16.43
1001,Sheikhupura,Soybeans,1994,19999,534,21057,19.59
1002,Sheikhupura,Soybeans,1994,19999,534,21057,11.6
1003,Sheikhupura,Soybeans,1994,19999,534,21057,13.52
1004,Sheikhupura,Soybeans,1994,19999,534,21057,19.17
1005,Sheikhupura,Soybeans,1994,19999,534,21057,17.36
1006,Sheikhupura,Sweet potatoes,1994,140961,534,21057,16.43
1007,Sheikhupura,Sweet potatoes,1994,140961,534,21057,19.59
1008,Sheikhupura,Sweet potatoes,1994,140961,534,21057,11.6
1009,Sheikhupura,Sweet potatoes,1994,140961,534,21057,13.52
1010,Sheikhupura,Sweet potatoes,1994,140961,534,21057,19.17
1011,Sheikhupura,Sweet potatoes,1994,140961,534,21057,17.36
1012,Sheikhupura,Wheat,1994,11356,534,21057,16.43
1013,Sheikhupura,Wheat,1994,11356,534,21057,19.59
1014,Sheikhupura,Wheat,1994,11356,534,21057,11.6
1015,Sheikhupura,Wheat,1994,11356,534,21057,13.52
1016,Sheikhupura,Wheat,1994,11356,534,21057,19.17
1017,Sheikhupura,Wheat,1994,11356,534,21057,17.36
1018,Sheikhupura,Maize,1995,48263,534,25598,16.14
1019,Sheikhupura,Maize,1995,48263,534,25598,20.12
1020,Sheikhupura,Maize,1995,48263,534,25598,11.39
1021,Jhelum,Maize,1995,48263,534,25598,13.14
1022,Jhelum,Maize,1995,48263,534,25598,18.88
1023,Jhelum,Maize,1995,48263,534,25598,16.95
1024,Jhelum,Potatoes,1995,298183,534,25598,16.14
1025,Jhelum,Potatoes,1995,298183,534,25598,20.12
1026,Jhelum,Potatoes,1995,298183,534,25598,11.39
1027,Jhelum,Potatoes,1995,298183,534,25598,13.14
1028,Jhelum,Potatoes,1995,298183,534,25598,18.88
1029,Jhelum,Potatoes,1995,298183,534,25598,16.95
1030,Jhelum,"Rice, paddy",1995,88003,534,25598,16.14
1031,Jhelum,"Rice, paddy",1995,88003,534,25598,20.12
1032,Jhelum,"Rice, paddy",1995,88003,534,25598,11.39
1033,Jhelum,"Rice, paddy",1995,88003,534,25598,13.14
1034,Jhelum,"Rice, paddy",1995,88003,534,25598,18.88
1035,Jhelum,"Rice, paddy",1995,88003,534,25598,16.95
1036,Jhelum,Sorghum,1995,18555,534,25598,16.14
1037,Jhelum,Sorghum,1995,18555,534,25598,20.12
1038,Jhelum,Sorghum,1995,18555,534,25598,11.39
1039,Jhelum,Sorghum,1995,18555,534,25598,13.14
1040,Jhelum,Sorghum,1995,18555,534,25598,18.88
1041,Lahore,Sorghum,1995,18555,534,25598,16.95
1042,Lahore,Soybeans,1995,15318,534,25598,16.14
1043,Lahore,Soybeans,1995,15318,534,25598,20.12
1044,Lahore,Soybeans,1995,15318,534,25598,11.39
1045,Lahore,Soybeans,1995,15318,534,25598,13.14
1046,Lahore,Soybeans,1995,15318,534,25598,18.88
1047,Lahore,Soybeans,1995,15318,534,25598,16.95
1048,Lahore,Sweet potatoes,1995,155252,534,25598,16.14
1049,Lahore,Sweet potatoes,1995,155252,534,25598,20.12
1050,Lahore,Sweet potatoes,1995,155252,534,25598,11.39
1051,Lahore,Sweet potatoes,1995,155252,534,25598,13.14
1052,Lahore,Sweet potatoes,1995,155252,534,25598,18.88
1053,Lahore,Sweet potatoes,1995,155252,534,25598,16.95
1054,Lahore,Wheat,1995,17899,534,25598,16.14
1055,Lahore,Wheat,1995,17899,534,25598,20.12
1056,Lahore,Wheat,1995,17899,534,25598,11.39
1057,Lahore,Wheat,1995,17899,534,25598,13.14
1058,Lahore,Wheat,1995,17899,534,25598,18.88
1059,Lahore,Wheat,1995,17899,534,25598,16.95
1060,Lahore,Maize,1996,57689,534,31185,16.12
1061,Narowal,Maize,1996,57689,534,31185,20.06
1062,Narowal,Maize,1996,57689,534,31185,11.29
1063,Narowal,Maize,1996,57689,534,31185,13.05
1064,Narowal,Maize,1996,57689,534,31185,19.13
1065,Narowal,Maize,1996,57689,534,31185,17.05
1066,Narowal,Potatoes,1996,312853,534,31185,16.12
1067,Narowal,Potatoes,1996,312853,534,31185,20.06
1068,Narowal,Potatoes,1996,312853,534,31185,11.29
1069,Narowal,Potatoes,1996,312853,534,31185,13.05
1070,Narowal,Potatoes,1996,312853,534,31185,19.13
1071,Narowal,Potatoes,1996,312853,534,31185,17.05
1072,Narowal,"Rice, paddy",1996,63540,534,31185,16.12
1073,Narowal,"Rice, paddy",1996,63540,534,31185,20.06
1074,Narowal,"Rice, paddy",1996,63540,534,31185,11.29
1075,Narowal,"Rice, paddy",1996,63540,534,31185,13.05
1076,Narowal,"Rice, paddy",1996,63540,534,31185,19.13
1077,Narowal,"Rice, paddy",1996,63540,534,31185,17.05
1078,Narowal,Sorghum,1996,20677,534,31185,16.12
1079,Narowal,Sorghum,1996,20677,534,31185,20.06
1080,Narowal,Sorghum,1996,20677,534,31185,11.29
1081,Jhelum,Sorghum,1996,20677,534,31185,13.05
1082,Jhelum,Sorghum,1996,20677,534,31185,19.13
1083,Jhelum,Sorghum,1996,20677,534,31185,17.05
1084,Jhelum,Soybeans,1996,18740,534,31185,16.12
1085,Jhelum,Soybeans,1996,18740,534,31185,20.06
1086,Jhelum,Soybeans,1996,18740,534,31185,11.29
1087,Jhelum,Soybeans,1996,18740,534,31185,13.05
1088,Jhelum,Soybeans,1996,18740,534,31185,19.13
1089,Jhelum,Soybeans,1996,18740,534,31185,17.05
1090,Jhelum,Sweet potatoes,1996,172474,534,31185,16.12
1091,Jhelum,Sweet potatoes,1996,172474,534,31185,20.06
1092,Jhelum,Sweet potatoes,1996,172474,534,31185,11.29
1093,Jhelum,Sweet potatoes,1996,172474,534,31185,13.05
1094,Jhelum,Sweet potatoes,1996,172474,534,31185,19.13
1095,Jhelum,Sweet potatoes,1996,172474,534,31185,17.05
1096,Jhelum,Wheat,1996,21673,534,31185,16.12
1097,Jhelum,Wheat,1996,21673,534,31185,20.06
1098,Jhelum,Wheat,1996,21673,534,31185,11.29
1099,Jhelum,Wheat,1996,21673,534,31185,13.05
1100,Jhelum,Wheat,1996,21673,534,31185,19.13
1101,Rahim Yar Khan,Wheat,1996,21673,534,31185,17.05
1102,Rahim Yar Khan,Maize,1997,59403,534,34091,16.48
1103,Rahim Yar Khan,Maize,1997,59403,534,34091,20.16
1104,Rahim Yar Khan,Maize,1997,59403,534,34091,12.13
1105,Rahim Yar Khan,Maize,1997,59403,534,34091,13.93
1106,Rahim Yar Khan,Maize,1997,59403,534,34091,18.94
1107,Rahim Yar Khan,Maize,1997,59403,534,34091,17.51
1108,Rahim Yar Khan,Potatoes,1997,313056,534,34091,16.48
1109,Rahim Yar Khan,Potatoes,1997,313056,534,34091,20.16
1110,Rahim Yar Khan,Potatoes,1997,313056,534,34091,12.13
1111,Rahim Yar Khan,Potatoes,1997,313056,534,34091,13.93
1112,Rahim Yar Khan,Potatoes,1997,313056,534,34091,18.94
1113,Rahim Yar Khan,Potatoes,1997,313056,534,34091,17.51
1114,Rahim Yar Khan,"Rice, paddy",1997,83263,534,34091,16.48
1115,Rahim Yar Khan,"Rice, paddy",1997,83263,534,34091,20.16
1116,Rahim Yar Khan,"Rice, paddy",1997,83263,534,34091,12.13
1117,Rahim Yar Khan,"Rice, paddy",1997,83263,534,34091,13.93
1118,Rahim Yar Khan,"Rice, paddy",1997,83263,534,34091,18.94
1119,Rahim Yar Khan,"Rice, paddy",1997,83263,534,34091,17.51
1120,Rahim Yar Khan,Sorghum,1997,26195,534,34091,16.48
1121,Bahawalnagar,Sorghum,1997,26195,534,34091,20.16
1122,Bahawalnagar,Sorghum,1997,26195,534,34091,12.13
1123,Bahawalnagar,Sorghum,1997,26195,534,34091,13.93
1124,Bahawalnagar,Sorghum,1997,26195,534,34091,18.94
1125,Bahawalnagar,Sorghum,1997,26195,534,34091,17.51
1126,Bahawalnagar,Soybeans,1997,18974,534,34091,16.48
1127,Bahawalnagar,Soybeans,1997,18974,534,34091,20.16
1128,Bahawalnagar,Soybeans,1997,18974,534,34091,12.13
1129,Bahawalnagar,Soybeans,1997,18974,534,34091,13.93
1130,Bahawalnagar,Soybeans,1997,18974,534,34091,18.94
1131,Bahawalnagar,Soybeans,1997,18974,534,34091,17.51
1132,Bahawalnagar,Sweet potatoes,1997,244444,534,34091,16.48
1133,Bahawalnagar,Sweet potatoes,1997,244444,534,34091,20.16
1134,Bahawalnagar,Sweet potatoes,1997,244444,534,34091,12.13
1135,Bahawalnagar,Sweet potatoes,1997,244444,534,34091,13.93
1136,Bahawalnagar,Sweet potatoes,1997,244444,534,34091,18.94
1137,Bahawalnagar,Sweet potatoes,1997,244444,534,34091,17.51
1138,Bahawalnagar,Wheat,1997,18412,534,34091,16.48
1139,Bahawalnagar,Wheat,1997,18412,534,34091,20.16
1140,Bahawalnagar,Wheat,1997,18412,534,34091,12.13
1141,Bahawalpur,Wheat,1997,18412,534,34091,13.93
1142,Bahawalpur,Wheat,1997,18412,534,34091,18.94
1143,Bahawalpur,Wheat,1997,18412,534,34091,17.51
1144,Bahawalpur,Maize,1998,47544,534,37215,16.28
1145,Bahawalpur,Maize,1998,47544,534,37215,20.62
1146,Bahawalpur,Maize,1998,47544,534,37215,12.46
1147,Bahawalpur,Maize,1998,47544,534,37215,13.61
1148,Bahawalpur,Maize,1998,47544,534,37215,18.9
1149,Bahawalpur,Maize,1998,47544,534,37215,18.05
1150,Bahawalpur,Potatoes,1998,322292,534,37215,16.28
1151,Bahawalpur,Potatoes,1998,322292,534,37215,20.62
1152,Bahawalpur,Potatoes,1998,322292,534,37215,12.46
1153,Bahawalpur,Potatoes,1998,322292,534,37215,13.61
1154,Bahawalpur,Potatoes,1998,322292,534,37215,18.9
1155,Bahawalpur,Potatoes,1998,322292,534,37215,18.05
1156,Bahawalpur,"Rice, paddy",1998,94256,534,37215,16.28
1157,Bahawalpur,"Rice, paddy",1998,94256,534,37215,20.62
1158,Bahawalpur,"Rice, paddy",1998,94256,534,37215,12.46
1159,Bahawalpur,"Rice, paddy",1998,94256,534,37215,13.61
1160,Bahawalpur,"Rice, paddy",1998,94256,534,37215,18.9
1161,Bhakkar,"Rice, paddy",1998,94256,534,37215,18.05
1162,Bhakkar,Sorghum,1998,21321,534,37215,16.28
1163,Bhakkar,Sorghum,1998,21321,534,37215,20.62
1164,Bhakkar,Sorghum,1998,21321,534,37215,12.46
1165,Bhakkar,Sorghum,1998,21321,534,37215,13.61
1166,Bhakkar,Sorghum,1998,21321,534,37215,18.9
1167,Bhakkar,Sorghum,1998,21321,534,37215,18.05
1168,Bhakkar,Soybeans,1998,17035,534,37215,16.28
1169,Bhakkar,Soybeans,1998,17035,534,37215,20.62
1170,Bhakkar,Soybeans,1998,17035,534,37215,12.46
1171,Bhakkar,Soybeans,1998,17035,534,37215,13.61
1172,Bhakkar,Soybeans,1998,17035,534,37215,18.9
1173,Bhakkar,Soybeans,1998,17035,534,37215,18.05
1174,Bhakkar,Sweet potatoes,1998,276923,534,37215,16.28
1175,Bhakkar,Sweet potatoes,1998,276923,534,37215,20.62
1176,Bhakkar,Sweet potatoes,1998,276923,534,37215,12.46
1177,Bhakkar,Sweet potatoes,1998,276923,534,37215,13.61
1178,Bhakkar,Sweet potatoes,1998,276923,534,37215,18.9
1179,Bhakkar,Sweet potatoes,1998,276923,534,37215,18.05
1180,Bhakkar,Wheat,1998,19153,534,37215,16.28
1181,Mianwali,Wheat,1998,19153,534,37215,20.62
1182,Mianwali,Wheat,1998,19153,534,37215,12.46
1183,Mianwali,Wheat,1998,19153,534,37215,13.61
1184,Mianwali,Wheat,1998,19153,534,37215,18.9
1185,Mianwali,Wheat,1998,19153,534,37215,18.05
1186,Mianwali,Maize,1999,51212,534,34200,16.77
1187,Mianwali,Maize,1999,51212,534,34200,19.75
1188,Mianwali,Maize,1999,51212,534,34200,12.1
1189,Mianwali,Maize,1999,51212,534,34200,14.2
1190,Mianwali,Maize,1999,51212,534,34200,19.28
1191,Mianwali,Maize,1999,51212,534,34200,17.55
1192,Mianwali,Potatoes,1999,321265,534,34200,16.77
1193,Mianwali,Potatoes,1999,321265,534,34200,19.75
1194,Mianwali,Potatoes,1999,321265,534,34200,12.1
1195,Mianwali,Potatoes,1999,321265,534,34200,14.2
1196,Mianwali,Potatoes,1999,321265,534,34200,19.28
1197,Mianwali,Potatoes,1999,321265,534,34200,17.55
1198,Mianwali,"Rice, paddy",1999,91615,534,34200,16.77
1199,Mianwali,"Rice, paddy",1999,91615,534,34200,19.75
1200,Mianwali,"Rice, paddy",1999,91615,534,34200,12.1
1201,Khushab,"Rice, paddy",1999,91615,534,34200,14.2
1202,Khushab,"Rice, paddy",1999,91615,534,34200,19.28
1203,Khushab,"Rice, paddy",1999,91615,534,34200,17.55
1204,Khushab,Sorghum,1999,32215,534,34200,16.77
1205,Khushab,Sorghum,1999,32215,534,34200,19.75
1206,Khushab,Sorghum,1999,32215,534,34200,12.1
1207,Khushab,Sorghum,1999,32215,534,34200,14.2
1208,Khushab,Sorghum,1999,32215,534,34200,19.28
1209,Khushab,Sorghum,1999,32215,534,34200,17.55
1210,Khushab,Soybeans,1999,22667,534,34200,16.77
1211,Khushab,Soybeans,1999,22667,534,34200,19.75
1212,Khushab,Soybeans,1999,22667,534,34200,12.1
1213,Khushab,Soybeans,1999,22667,534,34200,14.2
1214,Khushab,Soybeans,1999,22667,534,34200,19.28
1215,Khushab,Soybeans,1999,22667,534,34200,17.55
1216,Khushab,Sweet potatoes,1999,275000,534,34200,16.77
1217,Khushab,Sweet potatoes,1999,275000,534,34200,19.75
1218,Khushab,Sweet potatoes,1999,275000,534,34200,12.1
1219,Khushab,Sweet potatoes,1999,275000,534,34200,14.2
1220,Khushab,Sweet potatoes,1999,275000,534,34200,19.28
1221,Jhang,Sweet potatoes,1999,275000,534,34200,17.55
1222,Jhang,Wheat,1999,20066,534,34200,16.77
1223,Jhang,Wheat,1999,20066,534,34200,19.75
1224,Jhang,Wheat,1999,20066,534,34200,12.1
1225,Jhang,Wheat,1999,20066,534,34200,14.2
1226,Jhang,Wheat,1999,20066,534,34200,19.28
1227,Jhang,Wheat,1999,20066,534,34200,17.55
1228,Jhang,Maize,2000,49360,534,33475,17.08
1229,Jhang,Maize,2000,49360,534,33475,19.89
1230,Jhang,Maize,2000,49360,534,33475,12.09
1231,Jhang,Maize,2000,49360,534,33475,14.32
1232,Jhang,Maize,2000,49360,534,33475,19.07
1233,Jhang,Maize,2000,49360,534,33475,17.57
1234,Jhang,Potatoes,2000,284527,534,33475,17.08
1235,Jhang,Potatoes,2000,284527,534,33475,19.89
1236,Jhang,Potatoes,2000,284527,534,33475,12.09
1237,Jhang,Potatoes,2000,284527,534,33475,14.32
1238,Jhang,Potatoes,2000,284527,534,33475,19.07
1239,Jhang,Potatoes,2000,284527,534,33475,17.57
1240,Jhang,"Rice, paddy",2000,82573,534,33475,17.08
1241,Chiniot,"Rice, paddy",2000,82573,534,33475,19.89
1242,Chiniot,"Rice, paddy",2000,82573,534,33475,12.09
1243,Chiniot,"Rice, paddy",2000,82573,534,33475,14.32
1244,Chiniot,"Rice, paddy",2000,82573,534,33475,19.07
1245,Chiniot,"Rice, paddy",2000,82573,534,33475,17.57
1246,Chiniot,Sorghum,2000,34003,534,33475,17.08
1247,Chiniot,Sorghum,2000,34003,534,33475,19.89
1248,Chiniot,Sorghum,2000,34003,534,33475,12.09
1249,Chiniot,Sorghum,2000,34003,534,33475,14.32
1250,Chiniot,Sorghum,2000,34003,534,33475,19.07
1251,Chiniot,Sorghum,2000,34003,534,33475,17.57
1252,Chiniot,Soybeans,2000,18714,534,33475,17.08
1253,Chiniot,Soybeans,2000,18714,534,33475,19.89
1254,Chiniot,Soybeans,2000,18714,534,33475,12.09
1255,Chiniot,Soybeans,2000,18714,534,33475,14.32
1256,Chiniot,Soybeans,2000,18714,534,33475,19.07
1257,Chiniot,Soybeans,2000,18714,534,33475,17.57
1258,Chiniot,Sweet potatoes,2000,317647,534,33475,17.08
1259,Chiniot,Sweet potatoes,2000,317647,534,33475,19.89
1260,Chiniot,Sweet potatoes,2000,317647,534,33475,12.09
1261, ,Sweet potatoes,2000,317647,534,33475,14.32
1262,Faisalabad,Sweet potatoes,2000,317647,534,33475,19.07
1263,Faisalabad,Sweet potatoes,2000,317647,534,33475,17.57
1264,Faisalabad,Wheat,2000,18209,534,33475,17.08
1265,Faisalabad,Wheat,2000,18209,534,33475,19.89
1266,Faisalabad,Wheat,2000,18209,534,33475,12.09
1267,Faisalabad,Wheat,2000,18209,534,33475,14.32
1268,Faisalabad,Wheat,2000,18209,534,33475,19.07
1269,Faisalabad,Wheat,2000,18209,534,33475,17.57
1270,Faisalabad,Maize,2001,46471,534,32710,16.63
1271,Faisalabad,Maize,2001,46471,534,32710,20.21
1272,Faisalabad,Maize,2001,46471,534,32710,12.29
1273,Faisalabad,Maize,2001,46471,534,32710,14.18
1274,Faisalabad,Maize,2001,46471,534,32710,18.39
1275,Faisalabad,Maize,2001,46471,534,32710,17.85
1276,Faisalabad,Potatoes,2001,328633,534,32710,16.63
1277,Faisalabad,Potatoes,2001,328633,534,32710,20.21
1278,Faisalabad,Potatoes,2001,328633,534,32710,12.29
1279,Faisalabad,Potatoes,2001,328633,534,32710,14.18
1280,Faisalabad,Potatoes,2001,328633,534,32710,18.39
1281,Lodhran,Potatoes,2001,328633,534,32710,17.85
1282,Lodhran,"Rice, paddy",2001,93071,534,32710,16.63
1283,Lodhran,"Rice, paddy",2001,93071,534,32710,20.21
1284,Lodhran,"Rice, paddy",2001,93071,534,32710,12.29
1285,Lodhran,"Rice, paddy",2001,93071,534,32710,14.18
1286,Lodhran,"Rice, paddy",2001,93071,534,32710,18.39
1287,Lodhran,"Rice, paddy",2001,93071,534,32710,17.85
1288,Lodhran,Sorghum,2001,25539,534,32710,16.63
1289,Lodhran,Sorghum,2001,25539,534,32710,20.21
1290,Lodhran,Sorghum,2001,25539,534,32710,12.29
1291,Lodhran,Sorghum,2001,25539,534,32710,14.18
1292,Lodhran,Sorghum,2001,25539,534,32710,18.39
1293,Lodhran,Sorghum,2001,25539,534,32710,17.85
1294,Lodhran,Soybeans,2001,14626,534,32710,16.63
1295,Lodhran,Soybeans,2001,14626,534,32710,20.21
1296,Lodhran,Soybeans,2001,14626,534,32710,12.29
1297,Lodhran,Soybeans,2001,14626,534,32710,14.18
1298,Lodhran,Soybeans,2001,14626,534,32710,18.39
1299,Lodhran,Soybeans,2001,14626,534,32710,17.85
1300,Lodhran,Sweet potatoes,2001,333333,534,32710,16.63
1301,Vehari,Sweet potatoes,2001,333333,534,32710,20.21
1302,Vehari,Sweet potatoes,2001,333333,534,32710,12.29
1303,Vehari,Sweet potatoes,2001,333333,534,32710,14.18
1304,Vehari,Sweet potatoes,2001,333333,534,32710,18.39
1305,Vehari,Sweet potatoes,2001,333333,534,32710,17.85
1306,Vehari,Wheat,2001,18209,534,32710,16.63
1307,Vehari,Wheat,2001,18209,534,32710,20.21
1308,Vehari,Wheat,2001,18209,534,32710,12.29
1309,Vehari,Wheat,2001,18209,534,32710,14.18
1310,Vehari,Wheat,2001,18209,534,32710,18.39
1311,Vehari,Wheat,2001,18209,534,32710,17.85
1312,Vehari,Maize,2002,54929,534,26651,16.63
1313,Vehari,Maize,2002,54929,534,26651,20.38
1314,Vehari,Maize,2002,54929,534,26651,12.31
1315,Vehari,Maize,2002,54929,534,26651,14.08
1316,Vehari,Maize,2002,54929,534,26651,18.93
1317,Vehari,Maize,2002,54929,534,26651,17.73
1318,Vehari,Potatoes,2002,351358,534,26651,16.63
1319,Vehari,Potatoes,2002,351358,534,26651,20.38
1320,Vehari,Potatoes,2002,351358,534,26651,12.31
1321,Vehari,Potatoes,2002,351358,534,26651,14.08
1322,Vehari,Potatoes,2002,351358,534,26651,18.93
1323,Vehari,Potatoes,2002,351358,534,26651,17.73
1324,Vehari,"Rice, paddy",2002,82580,534,26651,16.63
1325,Vehari,"Rice, paddy",2002,82580,534,26651,20.38
1326,Vehari,"Rice, paddy",2002,82580,534,26651,12.31
1327,Vehari,"Rice, paddy",2002,82580,534,26651,14.08
1328,Vehari,"Rice, paddy",2002,82580,534,26651,18.93
1329,Vehari,"Rice, paddy",2002,82580,534,26651,17.73
1330,Vehari,Sorghum,2002,24561,534,26651,16.63
1331,Khanewal,Sorghum,2002,24561,534,26651,20.38
1332,Khanewal,Sorghum,2002,24561,534,26651,12.31
1333,Khanewal,Sorghum,2002,24561,534,26651,14.08
1334,Khanewal,Sorghum,2002,24561,534,26651,18.93
1335,Khanewal,Sorghum,2002,24561,534,26651,17.73
1336,Khanewal,Soybeans,2002,19487,534,26651,16.63
1337,Khanewal,Soybeans,2002,19487,534,26651,20.38
1338,Khanewal,Soybeans,2002,19487,534,26651,12.31
1339,Khanewal,Soybeans,2002,19487,534,26651,14.08
1340,Khanewal,Soybeans,2002,19487,534,26651,18.93
1341,Khanewal,Soybeans,2002,19487,534,26651,17.73
1342,Khanewal,Sweet potatoes,2002,347368,534,26651,16.63
1343,Khanewal,Sweet potatoes,2002,347368,534,26651,20.38
1344,Khanewal,Sweet potatoes,2002,347368,534,26651,12.31
1345,Khanewal,Sweet potatoes,2002,347368,534,26651,14.08
1346,Khanewal,Sweet potatoes,2002,347368,534,26651,18.93
1347,Khanewal,Sweet potatoes,2002,347368,534,26651,17.73
1348,Khanewal,Wheat,2002,21076,534,26651,16.63
1349,Khanewal,Wheat,2002,21076,534,26651,20.38
1350,Khanewal,Wheat,2002,21076,534,26651,12.31
1351,Khanewal,Wheat,2002,21076,534,26651,14.08
1352,Khanewal,Wheat,2002,21076,534,26651,18.93
1353,Khanewal,Wheat,2002,21076,534,26651,17.73
1354,Khanewal,Maize,2004,56326,534,36276,16.64
1355,Khanewal,Maize,2004,56326,534,36276,20.42
1356,Khanewal,Maize,2004,56326,534,36276,12.35
1357,Khanewal,Maize,2004,56326,534,36276,13.74
1358,Khanewal,Maize,2004,56326,534,36276,18.87
1359,Khanewal,Maize,2004,56326,534,36276,17.87
1360,Khanewal,Potatoes,2004,362787,534,36276,16.64
1361,Okara,Potatoes,2004,362787,534,36276,20.42
1362,Okara,Potatoes,2004,362787,534,36276,12.35
1363,Okara,Potatoes,2004,362787,534,36276,13.74
1364,Okara,Potatoes,2004,362787,534,36276,18.87
1365,Okara,Potatoes,2004,362787,534,36276,17.87
1366,Okara,"Rice, paddy",2004,83305,534,36276,16.64
1367,Okara,"Rice, paddy",2004,83305,534,36276,20.42
1368,Okara,"Rice, paddy",2004,83305,534,36276,12.35
1369,Okara,"Rice, paddy",2004,83305,534,36276,13.74
1370,Okara,"Rice, paddy",2004,83305,534,36276,18.87
1371,Okara,"Rice, paddy",2004,83305,534,36276,17.87
1372,Okara,Sorghum,2004,27367,534,36276,16.64
1373,Okara,Sorghum,2004,27367,534,36276,20.42
1374,Okara,Sorghum,2004,27367,534,36276,12.35
1375,Okara,Sorghum,2004,27367,534,36276,13.74
1376,Okara,Sorghum,2004,27367,534,36276,18.87
1377,Okara,Sorghum,2004,27367,534,36276,17.87
